Unnamed: 0,page_id,title,attribute,text_offset_start_line_id,text_offset_start_offset,text_text,html_offset_start_line_id,html_offset_start_offset,html_text,text_offset_end_line_id,text_offset_end_offset,html_offset_end_line_id,html_offset_end_offset,system_03011,system_10011,system_05010,system_07011,system_02010,system_01011,text_offset_start,text_offset_end,html_offset_start,html_offset_end,correct,cleaned_text,crowd_ans_x,page_id_x,count_yes_x,count_no_x,count_na_x,MV,page_id_y,count_yes_y,count_no_y,count_na_y,index_id,system_true_count,system_false_count,system_out,system_dicision,crowd_ans_y,crowd_dicision,text
0,436539.0,アヴェルヌス湖,"['水面', '標高']",43,0,1  m,43,0,1  m,43,4,43,4,False,True,True,True,True,True,2633,2637,9472,9476,True,1  m,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",False,False,False,False,False,False,False,False,False,1000,5,1,0.8333333333333334,True,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",True,"['1', '▁', '▁', 'm']"
1,436539.0,アヴェルヌス湖,"['周囲', '長']",41,0,2  km,41,0,"2  <a href=""/index.php/%E3%82%AD%E3%83%AD%E3%83%A1%E3%83%BC%E3%83%88%E3%83%AB"" title=""キロメートル"">km",41,5,41,96,False,True,True,True,True,True,2615,2620,8901,8997,True,2  km,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",False,False,False,False,False,False,False,False,False,1001,5,1,0.8333333333333334,True,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",True,"['2', '▁', '▁', 'km']"
2,436539.0,アヴェルヌス湖,['島'],40,52,40.83833,40,679,40.83833,40,60,40,687,False,True,False,False,False,False,2442,2450,7611,7619,False,4083833,"no,no,nan,no,nan,nan,no,nan,nan,no",False,False,False,False,False,False,False,False,False,1002,1,5,0.16666666666666666,False,"['no', 'no', 'nan', 'no', 'nan', 'nan', 'no', 'nan', 'nan', 'no']",False,"['40', '.', '83833']"
3,436539.0,アヴェルヌス湖,['島'],40,126,40.83833,40,1552,40.83833,40,134,40,1560,False,True,False,False,False,False,2516,2524,8484,8492,False,4083833,"nan,nan,no,no,no,nan,no,nan,no,nan",False,False,False,False,False,False,False,False,False,1003,1,5,0.16666666666666666,False,"['nan', 'nan', 'no', 'no', 'no', 'nan', 'no', 'nan', 'no', 'nan']",False,"['40', '.', '83833']"
4,436539.0,アヴェルヌス湖,"['座標', '・', '緯度']",40,52,40.83833,40,679,40.83833,40,60,40,687,True,False,False,True,True,False,2442,2450,7611,7619,False,4083833,"yes,yes,nan,nan,yes,yes,yes,yes,nan,nan",False,False,False,False,False,False,False,False,False,1004,3,3,0.5,True,"['yes', 'yes', 'nan', 'nan', 'yes', 'yes', 'yes', 'yes', 'nan', 'nan']",False,"['40', '.', '83833']"
5,436539.0,アヴェルヌス湖,"['座標', '・', '緯度']",40,126,40.83833,40,1552,40.83833,40,134,40,1560,False,False,False,True,True,False,2516,2524,8484,8492,False,4083833,"nan,no,yes,nan,nan,nan,nan,nan,no,yes",False,False,False,False,False,False,False,False,False,1005,2,4,0.3333333333333333,False,"['nan', 'no', 'yes', 'nan', 'nan', 'nan', 'nan', 'nan', 'no', 'yes']",False,"['40', '.', '83833']"
6,436539.0,アヴェルヌス湖,['成因'],42,0,60 m,42,0,"60 <a href=""/index.php/%E3%83%A1%E3%83%BC%E3%83%88%E3%83%AB"" title=""メートル"">m",42,4,42,75,False,True,False,False,False,False,2624,2628,9169,9244,False,60 m,"no,no,no,no,no,no,no,no,no,no",False,False,False,False,False,False,False,False,False,1006,1,5,0.16666666666666666,False,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",False,"['60', '▁', 'm']"
7,436539.0,アヴェルヌス湖,"['最大', '水深']",42,0,60 m,42,0,"60 <a href=""/index.php/%E3%83%A1%E3%83%BC%E3%83%88%E3%83%AB"" title=""メートル"">m",42,4,42,75,False,False,True,True,True,True,2624,2628,9169,9244,True,60 m,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",False,False,False,False,False,False,False,False,False,1007,4,2,0.6666666666666666,True,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",True,"['60', '▁', 'm']"
8,436539.0,アヴェルヌス湖,['水深'],42,0,60 m,42,0,"60 <a href=""/index.php/%E3%83%A1%E3%83%BC%E3%83%88%E3%83%AB"" title=""メートル"">m",42,4,42,75,False,True,False,False,False,False,2624,2628,9169,9244,False,60 m,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",False,False,False,False,False,False,False,False,False,1008,1,5,0.16666666666666666,False,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",True,"['60', '▁', 'm']"
9,436539.0,アヴェルヌス湖,['別名'],46,23,Lago d'Averno,46,138,Lago d'Averno,46,36,46,151,True,False,True,True,True,False,2695,2708,10579,10592,True,Lago dAverno,"yes,yes,no,yes,yes,no,yes,yes,no,yes",False,False,False,False,False,False,False,False,False,1009,4,2,0.6666666666666666,True,"['yes', 'yes', 'no', 'yes', 'yes', 'no', 'yes', 'yes', 'no', 'yes']",True,"['Lago', '▁', 'd', ""'"", 'Averno']"
10,436539.0,アヴェルヌス湖,['動物'],46,23,Lago d'Averno,46,138,Lago d'Averno,46,36,46,151,False,True,False,False,False,False,2695,2708,10579,10592,False,Lago dAverno,"no,no,no,no,no,no,no,no,yes,no",False,False,False,False,False,False,False,False,False,1010,1,5,0.16666666666666666,False,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no']",False,"['Lago', '▁', 'd', ""'"", 'Averno']"
11,436539.0,アヴェルヌス湖,['別名'],46,42,Lake Avernus,46,239,Lake Avernus,46,54,46,251,True,False,True,True,True,False,2714,2726,10680,10692,True,Lake Avernus,"yes,no,yes,yes,yes,yes,yes,yes,yes,no",False,False,False,False,False,False,False,False,False,1011,4,2,0.6666666666666666,True,"['yes', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'no']",True,"['Lake', '▁', 'Avernus']"
12,436539.0,アヴェルヌス湖,['動物'],46,42,Lake Avernus,46,239,Lake Avernus,46,54,46,251,False,True,False,False,False,False,2714,2726,10680,10692,False,Lake Avernus,"no,yes,no,no,no,no,no,no,no,no",False,False,False,False,False,False,False,False,False,1012,1,5,0.16666666666666666,False,"['no', 'yes', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",False,"['Lake', '▁', 'Avernus']"
13,436539.0,アヴェルヌス湖,"['長', 'さ']",50,143,km,50,769,km,50,145,50,771,False,False,False,False,True,False,3458,3460,13476,13478,False,km,"no,no,no,no,no,no,no,no,no,no",False,False,False,False,False,False,False,False,False,1013,1,5,0.16666666666666666,False,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",False,['km']
14,436539.0,アヴェルヌス湖,['読み'],46,8,アヴェルヌスこ,46,18,アヴェルヌスこ,46,15,46,25,True,True,True,True,True,False,2680,2687,10459,10466,True,アヴェルヌスこ,"yes,yes,yes,yes,yes,yes,yes,no,yes,yes",False,False,False,False,False,False,False,False,False,1014,5,1,0.8333333333333334,True,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'no', 'yes', 'yes']",True,"['アヴェルヌス', 'こ']"
15,436539.0,アヴェルヌス湖,['別名'],38,0,アヴェルヌス湖,38,323,アヴェルヌス湖,38,7,38,330,False,True,False,False,False,False,2317,2324,5805,5812,False,アヴェルヌス湖,"no,no,no,no,no,no,yes,no,no,no",False,False,False,False,False,False,False,False,False,1015,1,5,0.16666666666666666,False,"['no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no', 'no']",False,"['アヴェルヌス', '湖']"
16,436539.0,アヴェルヌス湖,['別名'],38,26,アヴェルヌス湖,38,736,アヴェルヌス湖,38,33,38,743,False,True,False,False,False,False,2343,2350,6218,6225,False,アヴェルヌス湖,"yes,nan,no,no,no,no,no,no,yes,no",False,False,False,False,False,False,False,False,False,1016,1,5,0.16666666666666666,False,"['yes', 'nan', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no']",False,"['アヴェルヌス', '湖']"
17,436539.0,アヴェルヌス湖,"['名前', 'の', '謂れ']",47,0,アヴェルヌス湖を冥府の入り口と考えていた古代ローマ人にとって重大な湖であった。その上を飛んだ鳥が瘴気に当てられて墜死したという俗信があり、ギリシャ語で「鳥がいない」という意味を持つ 'aornos' からとってこの名前がつけられた。,47,7,"アヴェルヌス湖を<a href=""/index.php/%E3%83%8F%E3%83%BC%E3%83%87%E3%83%BC%E3%82%B9"" title=""ハーデース"">冥府</a>の入り口と考えていた<a href=""/index.php/%E5%8F%A4%E4%BB%A3%E3%83%AD%E3%83%BC%E3%83%9E"" title=""古代ローマ"">古代ローマ</a>人にとって重大な湖であった。その上を飛んだ鳥が瘴気に当てられて墜死したという俗信があり、<a href=""/index.php/%E3%82%AE%E3%83%AA%E3%82%B7%E3%83%A3%E8%AA%9E"" class=""mw-redirect"" title=""ギリシャ語"">ギリシャ語</a>で「鳥がいない」という意味を持つ 'aornos' からとってこの名前がつけられた。",47,116,47,398,False,False,False,False,True,False,2828,2944,11348,11739,False,アヴェルヌス湖を冥府の入り口と考えていた古代ローマ人にとって重大な湖であった。その上を飛んだ鳥が瘴気に当てられて墜死したという俗信があり、ギリシャ語で「鳥がいない」という意味を持つ aornos からとってこの名前がつけられた。,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",False,False,False,False,False,False,False,False,False,1017,1,5,0.16666666666666666,False,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",True,"['アヴェルヌス', '湖', 'を', '冥府', 'の', '入り口', 'と', '考え', 'て', 'い', 'た', '古代', 'ローマ', '人', 'にとって', '重大', 'な', '湖', 'で', 'あっ', 'た', '。', 'その', '上', 'を', '飛ん', 'だ', '鳥', 'が', '瘴気', 'に', '当て', 'られ', 'て', '墜死', 'し', 'た', 'という', '俗信', 'が', 'あり', '、', 'ギリシャ', '語', 'で', '「', '鳥', 'が', 'い', 'ない', '」', 'という', '意味', 'を', '持つ', '▁', ""'"", 'aornos', ""'"", '▁', 'から', 'とっ', 'て', 'この', '名前', 'が', 'つけ', 'られ', 'た', '。']"
18,436539.0,アヴェルヌス湖,['動物'],50,61,イ,50,537,イ,50,62,50,538,False,True,False,False,False,False,3376,3377,13244,13245,False,イ,"no,no,no,no,no,no,no,yes,no,no",False,False,False,False,False,False,False,False,False,1018,1,5,0.16666666666666666,False,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no']",False,['イ']
19,436539.0,アヴェルヌス湖,['国'],39,7,イタリア,39,189,イタリア,39,11,39,193,True,True,False,True,True,False,2378,2382,6651,6655,True,イタリア,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",False,False,False,False,False,False,False,False,False,1019,4,2,0.6666666666666666,True,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",True,['イタリア']
20,436539.0,アヴェルヌス湖,['国'],46,58,イタリア,46,333,イタリア,46,62,46,337,False,True,False,True,True,False,2730,2734,10774,10778,False,イタリア,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",False,False,False,False,False,False,False,False,False,1020,3,3,0.5,True,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",True,['イタリア']
